d000.s00000.t00000 bn:00086431v
d000.s45754.t00001 bn:00000242n
d000.s45755.t00000 bn:00009654n
d000.s45755.t00001 bn:00114823r
d000.s45755.t00002 bn:00058008n
d000.s45755.t00003 bn:00041942n
d000.s45756.t00000 bn:00087601v
d000.s45756.t00001 bn:00087502v
d000.s45757.t00000 bn:00071546n
d000.s45757.t00001 bn:00001304n
d000.s45757.t00002 bn:00060708n
d000.s45757.t00003 bn:00085544v
d000.s45757.t00004 bn:00082136v
d000.s45758.t00000 bn:00009719n
d000.s45759.t00000 bn:00024140n
d000.s45759.t00001 bn:00088061v
d000.s45759.t00002 bn:00072091n
d000.s45760.t00000 bn:00046516n
d000.s45761.t00000 bn:00026239n
d000.s45762.t00000 bn:00046516n
d000.s45762.t00001 bn:00027976n
d000.s45762.t00002 bn:00087608v
d000.s45762.t00003 bn:00040332n
d000.s45763.t00000 bn:00007300n
d000.s45763.t00001 bn:00082642v
d000.s45764.t00000 bn:00046516n
d000.s45764.t00001 bn:00085356v
d000.s45764.t00002 bn:00032604n
d000.s45764.t00003 bn:00114079r
d000.s45764.t00004 bn:00068266n
d000.s45764.t00005 bn:00101725a
d000.s45764.t00006 bn:00093081v
d000.s45765.t00000 bn:00096192a
d000.s45765.t00001 bn:00116360r
d000.s45765.t00002 bn:00000301n
d000.s45766.t00000 bn:00096192a
d000.s45767.t00000 bn:00046516n
d000.s45767.t00001 bn:00010183n
d000.s45767.t00002 bn:00105328a
d000.s45768.t00000 bn:00087109v
d000.s45768.t00001 bn:00027487n
d000.s45768.t00002 bn:00111042a
d000.s45769.t00000 bn:00060198n
d000.s45769.t00001 bn:00096213a
d000.s45770.t00000 bn:00059954n
d000.s45770.t00001 bn:00096456a
d000.s45771.t00000 bn:00001436n
d000.s45772.t00000 bn:00000551n
d000.s45772.t00001 bn:00029815n
d000.s45773.t00000 bn:00000564n
d000.s45773.t00001 bn:00012135n
d000.s45774.t00000 bn:00000563n
d000.s45774.t00001 bn:00104313a
d000.s45774.t00002 bn:00000569n
d000.s45775.t00000 bn:00046516n
d000.s45775.t00001 bn:00031641n
d000.s45775.t00002 bn:00008378n
d000.s45775.t00003 bn:00060837n
d000.s45776.t00000 bn:00085426v
d000.s45776.t00001 bn:00023807n
d000.s45777.t00000 bn:00000679n
d000.s45777.t00001 bn:00023815n
d000.s45777.t00002 bn:00090460v
d000.s45777.t00003 bn:00021021n
d000.s45777.t00004 bn:00034010n
d000.s45778.t00000 bn:00046516n
d000.s45778.t00001 bn:00085401v
d000.s45778.t00002 bn:00034010n
d000.s45778.t00003 bn:00116360r
d000.s45779.t00000 bn:00046516n
d000.s45779.t00001 bn:00023807n
d000.s45779.t00002 bn:00116360r
d000.s45779.t00003 bn:00082844v
d000.s45779.t00004 bn:00088454v
d000.s45780.t00000 bn:00082866v
d000.s45781.t00000 bn:00046516n
d000.s45781.t00001 bn:00021329n
d000.s45781.t00002 bn:00114626r
d000.s45781.t00003 bn:00033832n
d000.s45781.t00004 bn:00012262n
d000.s45782.t00000 bn:00046516n
d000.s45782.t00001 bn:00114778r
d000.s45783.t00000 bn:00046516n
d000.s45783.t00001 bn:00104562a
d000.s45784.t00000 bn:00000734n
d000.s45784.t00001 bn:00046975n
d000.s45784.t00002 bn:00000732n
d000.s45785.t00000 bn:00000753n
d000.s45785.t00001 bn:00000740n
d000.s45786.t00000 bn:00000740n
d000.s45786.t00001 bn:00013283n
d000.s45786.t00002 bn:00070651n
d000.s45787.t00000 bn:00031641n
d000.s45787.t00001 bn:00082305v
d000.s45787.t00002 bn:00082250v
d000.s45788.t00000 bn:00007985n
d000.s45789.t00000 bn:00052223n
d000.s45790.t00000 bn:00000951n
d000.s45790.t00001 bn:00082866v
d000.s45790.t00002 bn:00057892n
d000.s45790.t00003 bn:00024459n
d000.s45790.t00004 bn:00027898n
d000.s45790.t00005 bn:00106068a
d000.s45790.t00006 bn:00019026n
d000.s45790.t00007 bn:00106764a
d000.s45790.t00008 bn:00116360r
d000.s45791.t00000 bn:00062176n
d000.s45791.t00001 bn:00000989n
d000.s45792.t00000 bn:00046516n
d000.s45793.t00000 bn:00046516n
d000.s45793.t00001 bn:00082276v
d000.s45794.t00000 bn:00006747n
d000.s45794.t00001 bn:00082822v
d000.s45794.t00002 bn:00002025n
d000.s45794.t00003 bn:00022463n
d000.s45795.t00000 bn:00001032n
d000.s45795.t00001 bn:00002186n
d000.s45795.t00002 bn:00068266n
d000.s45796.t00000 bn:00046516n
d000.s45797.t00000 bn:00019281n
d000.s45797.t00001 bn:00068130n
d000.s45797.t00002 bn:00096384a
d000.s45797.t00003 bn:00021248n
d000.s45797.t00004 bn:00008467n
d000.s45797.t00005 bn:00023807n
d000.s45798.t00000 bn:00061564n
d000.s45798.t00001 bn:00111796a
d000.s45799.t00000 bn:00046516n
d000.s45799.t00001 bn:00076919n
d000.s45800.t00000 bn:00001176n
d000.s45801.t00000 bn:00102884a
d000.s45802.t00000 bn:00046516n
d000.s45803.t00000 bn:00116600r
d000.s45803.t00001 bn:00026417n
d000.s45803.t00002 bn:00096187a
d000.s45803.t00003 bn:00084069v
d000.s45804.t00000 bn:00092876v
d000.s45804.t00001 bn:00001288n
d000.s45805.t00000 bn:00001310n
d000.s45806.t00000 bn:00091138v
d000.s45806.t00001 bn:00032099n
d000.s45806.t00002 bn:00041881n
d000.s45807.t00000 bn:00046516n
d000.s45807.t00001 bn:00082596v
d000.s45808.t00000 bn:00001403n
d000.s45808.t00001 bn:00046516n
d000.s45808.t00002 bn:00006523n
d000.s45809.t00000 bn:00087655v
d000.s45809.t00001 bn:00003333n
d000.s45809.t00002 bn:00082418v
d000.s45810.t00000 bn:00006523n
d000.s45810.t00001 bn:00106725a
d000.s45811.t00000 bn:00036772n
d000.s45812.t00000 bn:00001961n
d000.s45813.t00000 bn:00084343v
d000.s45813.t00001 bn:00076666n
d000.s45813.t00002 bn:00082716v
d000.s45813.t00003 bn:00032191n
d000.s45814.t00000 bn:00020955n
d000.s45814.t00001 bn:00110970a
d000.s45815.t00000 bn:00082368v
d000.s45816.t00000 bn:00082368v
d000.s45816.t00001 bn:00082741v
d000.s45817.t00000 bn:00082954v
d000.s45817.t00001 bn:00031485n
d000.s45818.t00000 bn:00001480n
d000.s45818.t00001 bn:00058967n
d000.s45818.t00002 bn:00065079n
d000.s45818.t00003 bn:00001544n
d000.s45819.t00000 bn:00018345n
d000.s45820.t00000 bn:00046516n
d000.s45821.t00000 bn:00086418v
d000.s45821.t00001 bn:00029877n
d000.s45822.t00000 bn:00085426v
d000.s45822.t00001 bn:00035967n
d000.s45823.t00000 bn:00001558n
d000.s45824.t00000 bn:00001574n
d000.s45824.t00001 bn:00001530n
d000.s45825.t00000 bn:00001582n
d000.s45825.t00001 bn:00091142v
d000.s45825.t00002 bn:00059192n
d000.s45826.t00000 bn:00045161n
d000.s45826.t00001 bn:00076677n
d000.s45827.t00000 bn:00001589n
d000.s45828.t00000 bn:00032322n
d000.s45828.t00001 bn:00001592n
d000.s45829.t00000 bn:00046516n
d000.s45829.t00001 bn:00045800n
d000.s45830.t00000 bn:00005106n
d000.s45830.t00001 bn:00026535n
d000.s45830.t00002 bn:00013723n
d000.s45830.t00003 bn:00002275n
d000.s45831.t00000 bn:00005106n
d000.s45832.t00000 bn:00013648n
d000.s45833.t00000 bn:00046516n
d000.s45833.t00001 bn:00086008v
d000.s45834.t00000 bn:00046516n
d000.s45835.t00000 bn:00115369r
d000.s45836.t00000 bn:00013648n
d000.s45836.t00001 bn:00103680a
d000.s45836.t00002 bn:00037743n
d000.s45836.t00003 bn:00061564n
d000.s45837.t00000 bn:00033600n
d000.s45838.t00000 bn:00001975n
d000.s45838.t00001 bn:00014175n
d000.s45838.t00002 bn:00084331v
d000.s45838.t00003 bn:00093472v
d000.s45838.t00004 bn:00021016n
d000.s45839.t00000 bn:00067199n
d000.s45839.t00001 bn:00082285v
d000.s45839.t00002 bn:00046516n
d000.s45840.t00000 bn:00001973n
d000.s45840.t00001 bn:00030624n
d000.s45841.t00000 bn:00001973n
d000.s45841.t00001 bn:00092839v
d000.s45841.t00002 bn:00007287n
d000.s45842.t00000 bn:00046376n
d000.s45843.t00000 bn:00087502v
d000.s45843.t00001 bn:00085426v
d000.s45843.t00002 bn:00104562a
d000.s45844.t00000 bn:00097147a
d000.s45845.t00000 bn:00002022n
d000.s45845.t00001 bn:00046516n
d000.s45845.t00002 bn:00097606a
d000.s45845.t00003 bn:00100224a
d000.s45845.t00004 bn:00046784n
d000.s45846.t00000 bn:00046516n
d000.s45846.t00001 bn:00020452n
d000.s45846.t00002 bn:00009676n
d000.s45846.t00003 bn:00086592v
d000.s45847.t00000 bn:00101742a
d000.s45848.t00000 bn:00022163n
d000.s45848.t00001 bn:00009080n
d000.s45849.t00000 bn:00057568n
d000.s45849.t00001 bn:00091135v
d000.s45849.t00002 bn:00001592n
d000.s45849.t00003 bn:00064527n
d000.s45849.t00004 bn:00108488a
d000.s45850.t00000 bn:00046516n
d000.s45850.t00001 bn:00041883n
d000.s45851.t00000 bn:00085522v
d000.s45851.t00001 bn:00086059v
d000.s45851.t00002 bn:00041883n
d000.s45852.t00000 bn:00032322n
d000.s45852.t00001 bn:00027355n
d000.s45852.t00002 bn:00041883n
d000.s45852.t00003 bn:00064594n
d000.s45853.t00000 bn:00006523n
d000.s45854.t00000 bn:00002215n
d000.s45855.t00000 bn:00046516n
d000.s45855.t00001 bn:00053172n
d000.s45855.t00002 bn:00041881n
d000.s45855.t00003 bn:00060894n
d000.s45855.t00004 bn:00002298n
d000.s45856.t00000 bn:00088912v
d000.s45856.t00001 bn:00001697n
d000.s45857.t00000 bn:00046516n
d000.s45858.t00000 bn:00046516n
d000.s45858.t00001 bn:00100261a
d000.s45858.t00002 bn:00042526n
d000.s45858.t00003 bn:00113830a
d000.s45858.t00004 bn:00024643n
d000.s45858.t00005 bn:00032512n
d000.s45858.t00006 bn:00114778r
d000.s45858.t00007 bn:00108605a
d000.s45859.t00000 bn:00077775n
d000.s45860.t00000 bn:00063990n
d000.s45860.t00001 bn:00002515n
d000.s45860.t00002 bn:00090460v
d000.s45860.t00003 bn:00016782n
d000.s45861.t00000 bn:00002526n
d000.s45861.t00001 bn:00046516n
d000.s45861.t00002 bn:00002519n
d000.s45861.t00003 bn:00032123n
d000.s45862.t00000 bn:00034004n
d000.s45862.t00001 bn:00107044a
d000.s45862.t00002 bn:00002544n
d000.s45863.t00000 bn:00002335n
d000.s45864.t00000 bn:00058564n
d000.s45864.t00001 bn:00005255n
d000.s45865.t00000 bn:00046516n
d000.s45865.t00001 bn:00002636n
d000.s45866.t00000 bn:00081514n
d000.s45866.t00001 bn:00102683a
d000.s45866.t00002 bn:00091165v
d000.s45866.t00003 bn:00016878n
d000.s45867.t00000 bn:00036749n
d000.s45867.t00001 bn:00048488n
d000.s45867.t00002 bn:00046021n
d000.s45867.t00003 bn:00086624v
d000.s45868.t00000 bn:00095087v
d000.s45869.t00000 bn:00043277n
d000.s45869.t00001 bn:00073206n
d000.s45869.t00002 bn:00006382n
d000.s45870.t00000 bn:00095087v
d000.s45871.t00000 bn:00046516n
d000.s45871.t00001 bn:00092424v
d000.s45871.t00002 bn:00106044a
d000.s45872.t00000 bn:00053834n
d000.s45872.t00001 bn:00073205n
d000.s45872.t00002 bn:00002676n
d000.s45873.t00000 bn:00002824n
d000.s45874.t00000 bn:00027976n
d000.s45874.t00001 bn:00026805n
d000.s45874.t00002 bn:00047235n
d000.s45874.t00003 bn:00002842n
d000.s45875.t00000 bn:00043356n
d000.s45876.t00000 bn:00073170n
d000.s45876.t00001 bn:00007287n
d000.s45876.t00002 bn:00002883n
d000.s45877.t00000 bn:00046516n
d000.s45877.t00001 bn:00007293n
d000.s45877.t00002 bn:00082718v
d000.s45878.t00000 bn:00046516n
d000.s45878.t00001 bn:00113566a
d000.s45878.t00002 bn:00096445a
d000.s45878.t00003 bn:00076919n
d000.s45879.t00000 bn:00036837n
d000.s45879.t00001 bn:00044896n
d000.s45879.t00002 bn:00098883a
d000.s45879.t00003 bn:00026107n
d000.s45879.t00004 bn:00110842a
d000.s45879.t00005 bn:00100487a
d000.s45879.t00006 bn:00061017n
d000.s45880.t00000 bn:00051536n
d000.s45880.t00001 bn:00096879a
d000.s45881.t00000 bn:00046516n
d000.s45881.t00001 bn:00002978n
d000.s45882.t00000 bn:00026239n
d000.s45882.t00001 bn:00003098n
d000.s45883.t00000 bn:00012569n
d000.s45883.t00001 bn:00000951n
d000.s45884.t00000 bn:00082690v
d000.s45884.t00001 bn:00114079r
d000.s45885.t00000 bn:00071731n
d000.s45885.t00001 bn:00080185n
d000.s45886.t00000 bn:00046975n
d000.s45886.t00001 bn:00096905a
d000.s45887.t00000 bn:00046516n
d000.s45887.t00001 bn:00000554n
d000.s45888.t00000 bn:00003232n
d000.s45888.t00001 bn:00088933v
d000.s45888.t00002 bn:00074791n
d000.s45888.t00003 bn:00006759n
d000.s45888.t00004 bn:00047083n
d000.s45889.t00000 bn:00003233n
d000.s45889.t00001 bn:00006747n
d000.s45889.t00002 bn:00116360r
d000.s45890.t00000 bn:00021286n
d000.s45891.t00000 bn:00001530n
d000.s45892.t00000 bn:00001530n
d000.s45892.t00001 bn:00096660a
d000.s45893.t00000 bn:00001530n
d000.s45893.t00001 bn:00067937n
d000.s45893.t00002 bn:00097933a
d000.s45894.t00000 bn:00003251n
d000.s45894.t00001 bn:00027283n
d000.s45894.t00002 bn:00066152n
d000.s45894.t00003 bn:00067199n
d000.s45894.t00004 bn:00023236n
d000.s45895.t00000 bn:00003252n
d000.s45895.t00001 bn:00047203n
d000.s45896.t00000 bn:00003254n
d000.s45897.t00000 bn:00007051n
d000.s45897.t00001 bn:00087502v
d000.s45897.t00002 bn:00079940n
d000.s45897.t00003 bn:00082305v
d000.s45898.t00000 bn:00002021n
d000.s45898.t00001 bn:00095593v
d000.s45898.t00002 bn:00100182a
d000.s45899.t00000 bn:00001598n
d000.s45899.t00001 bn:00116360r
d000.s45899.t00002 bn:00060837n
d000.s45899.t00003 bn:00034520n
d000.s45899.t00004 bn:00096366a
d000.s45899.t00005 bn:00047077n
d000.s45899.t00006 bn:00109211a
d000.s45900.t00000 bn:00003520n
d000.s45901.t00000 bn:00046516n
d000.s45901.t00001 bn:00003565n
d000.s45902.t00000 bn:00041942n
d000.s45902.t00001 bn:00065779n
d000.s45902.t00002 bn:00096388a
d000.s45902.t00003 bn:00086931v
d000.s45902.t00004 bn:00048655n
d000.s45902.t00005 bn:00015109n
d000.s45902.t00006 bn:00054510n
d000.s45902.t00007 bn:00087869v
d000.s45902.t00008 bn:00082712v
d000.s45902.t00009 bn:00027523n
d000.s45902.t00010 bn:00087679v
d000.s45902.t00011 bn:00074790n
d000.s45902.t00012 bn:00050291n
d000.s45902.t00013 bn:00001128n
d000.s45902.t00014 bn:00108488a
d000.s45903.t00000 bn:00028013n
d000.s45903.t00001 bn:00027036n
d000.s45903.t00002 bn:00107963a
d000.s45903.t00003 bn:00105368a
d000.s45904.t00000 bn:00115235r
d000.s45905.t00000 bn:00059122n
d000.s45906.t00000 bn:00003676n
d000.s45907.t00000 bn:00019026n
d000.s45907.t00001 bn:00106764a
d000.s45907.t00002 bn:00092426v
d000.s45907.t00003 bn:00051611n
d000.s45907.t00004 bn:00097034a
d000.s45907.t00005 bn:00050484n
d000.s45908.t00000 bn:00090460v
d000.s45909.t00000 bn:00116360r
d000.s45909.t00001 bn:00003054n
d000.s45910.t00000 bn:00046516n
d000.s45910.t00001 bn:00003798n
d000.s45911.t00000 bn:00063994n
d000.s45911.t00001 bn:00003798n
d000.s45912.t00000 bn:00025314n
d000.s45913.t00000 bn:00003801n
d000.s45913.t00001 bn:00082596v
d000.s45913.t00002 bn:00044267n
d000.s45913.t00003 bn:00005091n
d000.s45913.t00004 bn:00023668n
d000.s45914.t00000 bn:00003801n
d000.s45914.t00001 bn:00082596v
d000.s45914.t00002 bn:00022811n
d000.s45915.t00000 bn:00003802n
d000.s45915.t00001 bn:00082426v
d000.s45916.t00000 bn:00003801n
d000.s45917.t00000 bn:00003802n
d000.s45917.t00001 bn:00082426v
d000.s45918.t00000 bn:00110711a
d000.s45918.t00001 bn:00015051n
d000.s45918.t00002 bn:00053481n
d000.s45919.t00000 bn:00032322n
d000.s45919.t00001 bn:00082596v
d000.s45919.t00002 bn:00025314n
d000.s45919.t00003 bn:00023671n
d000.s45919.t00004 bn:00017368n
d000.s45919.t00005 bn:00082418v
d000.s45919.t00006 bn:00001127n
d000.s45920.t00000 bn:00001603n
d000.s45920.t00001 bn:00003838n
d000.s45921.t00000 bn:00003869n
d000.s45921.t00001 bn:00046516n
d000.s45921.t00002 bn:00101248a
d000.s45922.t00000 bn:00032322n
d000.s45923.t00000 bn:00003890n
d000.s45923.t00001 bn:00114778r
d000.s45924.t00000 bn:00001530n
d000.s45925.t00000 bn:00085795v
d000.s45925.t00001 bn:00084904v
d000.s45925.t00002 bn:00022866n
d000.s45926.t00000 bn:00046516n
d000.s45926.t00001 bn:00097066a
d000.s45927.t00000 bn:00046516n
d000.s45927.t00001 bn:00091011v
d000.s45927.t00002 bn:00004021n
d000.s45928.t00000 bn:00054125n
d000.s45928.t00001 bn:00003754n
d000.s45928.t00002 bn:00061017n
d000.s45928.t00003 bn:00084532v
d000.s45929.t00000 bn:00085429v
d000.s45930.t00000 bn:00027976n
d000.s45931.t00000 bn:00044692n
d000.s45932.t00000 bn:00082280v
d000.s45932.t00001 bn:00001561n
d000.s45933.t00000 bn:00030861n
d000.s45933.t00001 bn:00076924n
d000.s45933.t00002 bn:00102248a
d000.s45934.t00000 bn:00046516n
d000.s45934.t00001 bn:00086717v
d000.s45934.t00002 bn:00030861n
d000.s45934.t00003 bn:00102248a
d000.s45935.t00000 bn:00046516n
d000.s45935.t00001 bn:00004222n
d000.s45936.t00000 bn:00004267n
d000.s45936.t00001 bn:00076338n
d000.s45936.t00002 bn:00086013v
d000.s45937.t00000 bn:00082197v
d000.s45937.t00001 bn:00028013n
d000.s45937.t00002 bn:00004271n
d000.s45938.t00000 bn:00044258n
d000.s45938.t00001 bn:00004314n
d000.s45939.t00000 bn:00026607n
d000.s45940.t00000 bn:00004351n
d000.s45940.t00001 bn:00020980n
d000.s45940.t00002 bn:00004350n
d000.s45940.t00003 bn:00076732n
d000.s45941.t00000 bn:00092426v
d000.s45941.t00001 bn:00012048n
d000.s45942.t00000 bn:00022154n
d000.s45942.t00001 bn:00115820r
d000.s45943.t00000 bn:00066495n
d000.s45943.t00001 bn:00004369n
d000.s45944.t00000 bn:00046516n
d000.s45945.t00000 bn:00061026n
d000.s45946.t00000 bn:00029774n
d000.s45947.t00000 bn:00046516n
d000.s45947.t00001 bn:00064379n
d000.s45948.t00000 bn:00046516n
d000.s45948.t00001 bn:00001127n
d000.s45948.t00002 bn:00063329n
d000.s45948.t00003 bn:00061054n
d000.s45949.t00000 bn:00046516n
d000.s45949.t00001 bn:00063330n
d000.s45950.t00000 bn:00082668v
d000.s45951.t00000 bn:00004704n
d000.s45951.t00001 bn:00035629n
d000.s45951.t00002 bn:00028013n
d000.s45951.t00003 bn:00004705n
d000.s45952.t00000 bn:00010712n
d000.s45952.t00001 bn:00059192n
d000.s45952.t00002 bn:00086435v
d000.s45953.t00000 bn:00032322n
d000.s45953.t00001 bn:00002013n
d000.s45953.t00002 bn:00004733n
d000.s45954.t00000 bn:00086717v
d000.s45954.t00001 bn:00043492n
d000.s45955.t00000 bn:00046516n
d000.s45955.t00001 bn:00082872v
d000.s45955.t00002 bn:00004847n
d000.s45956.t00000 bn:00024226n
d000.s45956.t00001 bn:00032512n
d000.s45957.t00000 bn:00004869n
d000.s45957.t00001 bn:00046217n
d000.s45957.t00002 bn:00095375v
d000.s45958.t00000 bn:00082799v
d000.s45958.t00001 bn:00089731v
d000.s45959.t00000 bn:00046516n
d000.s45959.t00001 bn:00082754v
d000.s45959.t00002 bn:00086452v
d000.s45959.t00003 bn:00090024v
d000.s45959.t00004 bn:00063330n
d000.s45959.t00005 bn:00031641n
d000.s45960.t00000 bn:00018805n
d000.s45960.t00001 bn:00091922v
d000.s45960.t00002 bn:00019002n
d000.s45961.t00000 bn:00046958n
d000.s45961.t00001 bn:00018828n
d000.s45961.t00002 bn:00055327n
d000.s45961.t00003 bn:00099655a
d000.s45962.t00000 bn:00066831n
d000.s45963.t00000 bn:00047203n
d000.s45963.t00001 bn:00023236n
d000.s45963.t00002 bn:00101405a
d000.s45963.t00003 bn:00103223a
d000.s45964.t00000 bn:00026239n
d000.s45965.t00000 bn:00096474a
d000.s45966.t00000 bn:00005002n
d000.s45966.t00001 bn:00104404a
d000.s45966.t00002 bn:00101218a
d000.s45967.t00000 bn:00082844v
d000.s45967.t00001 bn:00026103n
d000.s45968.t00000 bn:00005031n
d000.s45968.t00001 bn:00060837n
d000.s45968.t00002 bn:00021584n
d000.s45969.t00000 bn:00089512v
d000.s45970.t00000 bn:00036837n
d000.s45971.t00000 bn:00056760n
d000.s45972.t00000 bn:00004630n
d000.s45972.t00001 bn:00005169n
d000.s45973.t00000 bn:00032645n
d000.s45973.t00001 bn:00111382a
d000.s45973.t00002 bn:00087677v
d000.s45974.t00000 bn:00073643n
d000.s45974.t00001 bn:00096938a
d000.s45975.t00000 bn:00032322n
d000.s45976.t00000 bn:00116412r
d000.s45976.t00001 bn:00076924n
d000.s45977.t00000 bn:00007286n
d000.s45977.t00001 bn:00089099v
d000.s45978.t00000 bn:00046516n
d000.s45978.t00001 bn:00095375v
d000.s45979.t00000 bn:00061661n
d000.s45980.t00000 bn:00082740v
d000.s45980.t00001 bn:00007293n
d000.s45981.t00000 bn:00012135n
d000.s45981.t00001 bn:00049910n
d000.s45981.t00002 bn:00000775n
d000.s45982.t00000 bn:00041942n
d000.s45982.t00001 bn:00054510n
d000.s45983.t00000 bn:00041942n
d000.s45983.t00001 bn:00003500n
d000.s45984.t00000 bn:00087763v
d000.s45984.t00001 bn:00082354v
d000.s45985.t00000 bn:00005341n
d000.s45985.t00001 bn:00084331v
d000.s45985.t00002 bn:00017368n
d000.s45985.t00003 bn:00053458n
d000.s45985.t00004 bn:00067273n
d000.s45985.t00005 bn:00104597a
d000.s45985.t00006 bn:00044736n
d000.s45985.t00007 bn:00022996n
d000.s45986.t00000 bn:00046516n
d000.s45986.t00001 bn:00082752v
d000.s45987.t00000 bn:00027102n
d000.s45987.t00001 bn:00101990a
d000.s45987.t00002 bn:00010706n
d000.s45988.t00000 bn:00053531n
d000.s45988.t00001 bn:00081167n
d000.s45988.t00002 bn:00005406n
d000.s45988.t00003 bn:00064417n
d000.s45988.t00004 bn:00102387a
d000.s45988.t00005 bn:00044998n
d000.s45988.t00006 bn:00007266n
d000.s45989.t00000 bn:00005406n
d000.s45989.t00001 bn:00064405n
d000.s45989.t00002 bn:00102387a
d000.s45989.t00003 bn:00044998n
d000.s45989.t00004 bn:00007266n
d000.s45990.t00000 bn:00004583n
d000.s45990.t00001 bn:00082596v
d000.s45990.t00002 bn:00108943a
d000.s45990.t00003 bn:00019383n
d000.s45991.t00000 bn:00010706n
d000.s45991.t00001 bn:00066152n
d000.s45992.t00000 bn:00046516n
d000.s45992.t00001 bn:00096445a
d000.s45993.t00000 bn:00090556v
d000.s45994.t00000 bn:00046516n
d000.s45995.t00000 bn:00019727n
d000.s45995.t00001 bn:00110401a
d000.s45996.t00000 bn:00023119n
d000.s45997.t00000 bn:00026239n
d000.s45997.t00001 bn:00019319n
d000.s45997.t00002 bn:00005595n
d000.s45998.t00000 bn:00018805n
d000.s45998.t00001 bn:00116360r
d000.s45998.t00002 bn:00115504r
d000.s45998.t00003 bn:00040878n
d000.s45999.t00000 bn:00005659n
d000.s46000.t00000 bn:00035629n
d000.s46000.t00001 bn:00005674n
d000.s46000.t00002 bn:00005673n
d000.s46001.t00000 bn:00046516n
d000.s46001.t00001 bn:00045804n
d000.s46001.t00002 bn:00098893a
d000.s46001.t00003 bn:00082311v
d000.s46002.t00000 bn:00104111a
d000.s46003.t00000 bn:00073766n
d000.s46003.t00001 bn:00005769n
d000.s46003.t00002 bn:00049329n
d000.s46004.t00000 bn:00052565n
d000.s46005.t00000 bn:00081593n
d000.s46005.t00001 bn:00086013v
d000.s46005.t00002 bn:00005769n
d000.s46006.t00000 bn:00005803n
d000.s46007.t00000 bn:00054972n
d000.s46007.t00001 bn:00014839n
d000.s46008.t00000 bn:00005732n
d000.s46009.t00000 bn:00056475n
d000.s46009.t00001 bn:00082215v
d000.s46009.t00002 bn:00021408n
d000.s46009.t00003 bn:00080189n
d000.s46009.t00004 bn:00046965n
d000.s46009.t00005 bn:00074831n
d000.s46010.t00000 bn:00046516n
d000.s46010.t00001 bn:00019405n
d000.s46010.t00002 bn:00108996a
d000.s46011.t00000 bn:00052910n
d000.s46011.t00001 bn:00005897n
d000.s46012.t00000 bn:00023815n
d000.s46012.t00001 bn:00115731r
d000.s46012.t00002 bn:00034625n
d000.s46013.t00000 bn:00023856n
d000.s46013.t00001 bn:00060201n
d000.s46014.t00000 bn:00008572n
d000.s46014.t00001 bn:00082822v
d000.s46014.t00002 bn:00031973n
d000.s46014.t00003 bn:00096583a
d000.s46015.t00000 bn:00027368n
d000.s46015.t00001 bn:00017761n
d000.s46015.t00002 bn:00097553a
d000.s46016.t00000 bn:00045963n
d000.s46017.t00000 bn:00044258n
d000.s46018.t00000 bn:00046516n
d000.s46018.t00001 bn:00006073n
d000.s46019.t00000 bn:00082800v
d000.s46019.t00001 bn:00081546n
d000.s46020.t00000 bn:00053096n
d000.s46020.t00001 bn:00006173n
d000.s46021.t00000 bn:00045964n
d000.s46021.t00001 bn:00006182n
d000.s46021.t00002 bn:00086012v
d000.s46021.t00003 bn:00045962n
d000.s46021.t00004 bn:00012060n
d000.s46021.t00005 bn:00052671n
d000.s46021.t00006 bn:00001227n
d000.s46022.t00000 bn:00006182n
d000.s46022.t00001 bn:00046516n
d000.s46022.t00002 bn:00100623a
d000.s46022.t00003 bn:00087778v
d000.s46022.t00004 bn:00070512n
d000.s46022.t00005 bn:00045976n
d000.s46023.t00000 bn:00109211a
d000.s46024.t00000 bn:00046516n
d000.s46024.t00001 bn:00060198n
d000.s46024.t00002 bn:00016356n
d000.s46025.t00000 bn:00082596v
d000.s46025.t00001 bn:00006182n
d000.s46026.t00000 bn:00089791v
d000.s46027.t00000 bn:00035672n
d000.s46027.t00001 bn:00103727a
d000.s46028.t00000 bn:00034390n
d000.s46028.t00001 bn:00098345a
d000.s46028.t00002 bn:00087576v
d000.s46029.t00000 bn:00094881v
d000.s46029.t00001 bn:00090098v
d000.s46030.t00000 bn:00003801n
d000.s46030.t00001 bn:00099577a
d000.s46030.t00002 bn:00002936n
d000.s46031.t00000 bn:00034004n
d000.s46032.t00000 bn:00046516n
d000.s46033.t00000 bn:00046516n
d000.s46034.t00000 bn:00006506n
d000.s46034.t00001 bn:00100363a
d000.s46034.t00002 bn:00001305n
d000.s46034.t00003 bn:00111343a
d000.s46034.t00004 bn:00097147a
d000.s46035.t00000 bn:00060837n
d000.s46035.t00001 bn:00046516n
d000.s46035.t00002 bn:00095087v
d000.s46035.t00003 bn:00116098r
d000.s46036.t00000 bn:00060837n
d000.s46036.t00001 bn:00006514n
d000.s46037.t00000 bn:00066152n
d000.s46038.t00000 bn:00046516n
d000.s46039.t00000 bn:00046516n
d000.s46039.t00001 bn:00006617n
d000.s46040.t00000 bn:00057080n
d000.s46041.t00000 bn:00006650n
d000.s46041.t00001 bn:00036941n
d000.s46041.t00002 bn:00062777n
d000.s46041.t00003 bn:00075170n
d000.s46042.t00000 bn:00006655n
d000.s46042.t00001 bn:00046516n
d000.s46043.t00000 bn:00006659n
