pos,text,lemma,lemma_meaning,example,context,y_pred,pred,process
NOUN,collusion,collusion,0,Il aurait pu être en collusion avec Johnston sur la fraude ; il pourrait être le meurtrier de Mme Meeker ou avoir joué un rôle dans sa mort .,Il aurait pu être en collusion avec Johnston sur la fraude ; il pourrait être le meurtrier de Mme Meeker ou avoir joué un rôle dans sa mort .,1893930006746978662,0.95,"The word ""collusion"" in both contexts refers to a secret or illegal cooperation or conspiracy, especially in order to deceive others. In context_1, it is used to describe a potential secret agreement between an outsider and a family member. In context_2, it describes a potential secret agreement between two individuals regarding fraud. Both contexts involve the idea of secretive cooperation for a deceitful or illegal purpose.

Given that the core meaning of ""collusion"" is consistent in both contexts, the probability that they have the same meaning in a dictionary is very high. Therefore, the probability is 0.95."
NOUN,tête,tête,0,C' était la suggestion de Madden ; le chef de la police s' est secoué la tête dessus .,C' était la suggestion de Madden ; le chef de la police s' est secoué la tête dessus .,-8872760557433938587,1.0,lone candidate
NOUN,fraude,fraude,0,"Si Arthur Williams était impliqué dans la fraude ou le meurtre , alors il avait aussi une autre identité .","Si Arthur Williams était impliqué dans la fraude ou le meurtre , alors il avait aussi une autre identité .",5952244180767228809,0.95,"The word ""fraude"" in both contexts refers to the act of deception or trickery for the purpose of financial or personal gain. In context_1, ""fraude"" is related to a financial investigation involving checks, while in context_2, it is associated with a potential criminal activity alongside murder. Despite the different scenarios, the core meaning of ""fraude"" as an act of deceit remains consistent in both contexts.

Probability that ""fraude"" has the same meaning in both contexts: 95%."
NOUN,Personne,personne,0,Personne que la police de Medfield avait interrogé ne prétendait en savoir plus sur lui que sur Johnston .,Personne que la police de Medfield avait interrogé ne prétendait en savoir plus sur lui que sur Johnston .,836457269806773165,1.0,lone candidate
NOUN,Demandeur,demandeur,0,Demandeur de bourses ?,Demandeur de bourses ?,-6344748456611083465,1.0,lone candidate
VERB,semblait,sembler,0,Pauling semblait douteux .,Pauling semblait douteux .,8494702775897350935,1.0,lone candidate
ADV,directement,directement,0,Madden a expliqué qu' il pensait à une demande envoyée directement à Mme Meeker .,Madden a expliqué qu' il pensait à une demande envoyée directement à Mme Meeker .,-2889955439093718810,1.0,lone candidate
ADV,Puis,puis,0,"Puis il a demandé à utiliser le téléphone et appelé Brian Thayer , qui a dit qu' il partait juste pour garder une date de déjeuner , mais serait à la maison à deux heures .","Puis il a demandé à utiliser le téléphone et appelé Brian Thayer , qui a dit qu' il partait juste pour garder une date de déjeuner , mais serait à la maison à deux heures .",-6288814133983584212,1.0,lone candidate
VERB,dit,dire,0,"Madden a dit qu' il le verrait à deux heures et a fait un autre appel , celui-ci à avocats de Mme Meeker .","Madden a dit qu' il le verrait à deux heures et a fait un autre appel , celui-ci à avocats de Mme Meeker .",-4767583283252795385,1.0,"The word ""dit"" in both contexts is used as the past tense of the verb ""dire,"" which means ""to say"" or ""to tell"" in English. In both contexts, ""dit"" is used to indicate that someone is speaking or has spoken. The meaning of ""dit"" in both sentences is consistent, as it refers to the act of saying or stating something.

Therefore, the probability that ""dit"" has the same meaning in both contexts is very high, close to 100%."
ADJ,court,court,0,Le ton de secrétaire indiquait qu' une nomination à un tel court préavis était une concession pour laquelle Madden devrait être dûment reconnaissant .,Le ton de secrétaire indiquait qu' une nomination à un tel court préavis était une concession pour laquelle Madden devrait être dûment reconnaissant .,4863160713735256520,1.0,lone candidate
NOUN,avocats,avocat,0,Il a déduit que Hohlbein et Garth étaient des avocats à prix élevé .,Il a déduit que Hohlbein et Garth étaient des avocats à prix élevé .,-4306275469914295072,1.0,lone candidate
VERB,entré,entrer,0,Rapidement à une-trente il est entré Hohlbein et Garth 's élégant suite de bureaux dans Medfield 's nouveau bâtiment professionnel .,Rapidement à une-trente il est entré Hohlbein et Garth 's élégant suite de bureaux dans Medfield 's nouveau bâtiment professionnel .,-8289895892838842273,1.0,lone candidate
NOUN,coupe,coupe,0,"Il n' aimait pas Garth à la vue , vêtements conservateurs et coupe de cheveux , sourire une ombre trop sérieusement boysish pour un homme qui doit être bien dans ses années trente , handclasp trop consciemment rapide et ferme .","Il n' aimait pas Garth à la vue , vêtements conservateurs et coupe de cheveux , sourire une ombre trop sérieusement boysish pour un homme qui doit être bien dans ses années trente , handclasp trop consciemment rapide et ferme .",-2390033082243177185,1.0,lone candidate
NOUN,homme,homme,0,"Jeune homme sur la marque , Madden l' a étiqueté , et était prêt à deviner que dans une bonne , pas trop pousser la mode , le partenaire junior de l' entreprise avait des ambitions politiques , que Mme Garth serait impeccablement approprié en tant que femme d' un jeune avocat montant , qu' il y avait trois enfants , deux garçons et une fille , qu' elle était active dans le Club de la femme et lui à Lions , Rotary , et Jaycee , et finalement , que aucun d' eux n' avait eu une opinion peu orthodoxe depuis leur mariage .","Jeune homme sur la marque , Madden l' a étiqueté , et était prêt à deviner que dans une bonne , pas trop pousser la mode , le partenaire junior de l' entreprise avait des ambitions politiques , que Mme Garth serait impeccablement approprié en tant que femme d' un jeune avocat montant , qu' il y avait trois enfants , deux garçons et une fille , qu' elle était active dans le Club de la femme et lui à Lions , Rotary , et Jaycee , et finalement , que aucun d' eux n' avait eu une opinion peu orthodoxe depuis leur mariage .",7479850560081125966,1.0,lone candidate
ADV,complètement,complètement,0,"Madden savait qu' il pouvait se tromper complètement à propos de tout cela , mais savait aussi qu' il continuerait à détester Garth .","Madden savait qu' il pouvait se tromper complètement à propos de tout cela , mais savait aussi qu' il continuerait à détester Garth .",8352893171963515696,1.0,lone candidate
VERB,mentionné,mentionner,0,"Garth était prêt à être utile dans ce qu' il a mentionné avec le dégoût fastidieux comme cette malheureuse affaire Johnston , qui ne serait pas , dit -il plus d' une fois , jamais venu si Mme Meeker avait seulement jugé bon de consulter M. Hohlbein ou lui à ce sujet .","Garth était prêt à être utile dans ce qu' il a mentionné avec le dégoût fastidieux comme cette malheureuse affaire Johnston , qui ne serait pas , dit -il plus d' une fois , jamais venu si Mme Meeker avait seulement jugé bon de consulter M. Hohlbein ou lui à ce sujet .",-6548368415394032328,1.0,lone candidate
ADJ,vraie,vrai,0,Madden a regretté de ne pas pouvoir trouver la faute avec une déclaration aussi vraie .,Madden a regretté de ne pas pouvoir trouver la faute avec une déclaration aussi vraie .,84537444074237868,1.0,lone candidate
VERB,voir,voir,0,Il a demandé à voir une copie de testament de Mme Meeker .,Il a demandé à voir une copie de testament de Mme Meeker .,2846552436415678495,1.0,reference word
NOUN,octobre,octobre,0,"La date , le 8 octobre 1957 , a immédiatement attiré l' attention de l' inspecteur .","La date , le 8 octobre 1957 , a immédiatement attiré l' attention de l' inspecteur .",-5243520086714329683,1.0,lone candidate
ADV,Assez,assez,0,""" Assez récent "" , a -t -il fait remarquer .",""" Assez récent "" , a -t -il fait remarquer .",2971627176287880009,1.0,lone candidate
ADJ,nouveaux,nouveau,0,""" Elle avait l' habitude de faire de nouveaux testaments "" ?",""" Elle avait l' habitude de faire de nouveaux testaments "" ?",-3731481398927814340,1.0,lone candidate
VERB,changer,changer,0,Elle avait des raisons de changer celle qu' elle a faite juste après la mort de M. Meeker .,Elle avait des raisons de changer celle qu' elle a faite juste après la mort de M. Meeker .,-7076040598032924395,1.0,lone candidate
ADV,considérablement,considérablement,0,Son domaine avait considérablement augmenté .,Son domaine avait considérablement augmenté .,-4082053433688345234,1.0,lone candidate
VERB,voulait,vouloir,0,"Elle voulait en faire une répartition plus équitable entre les groupes qui bénéficieraient le plus , en particulier le fonds de bourses .","Elle voulait en faire une répartition plus équitable entre les groupes qui bénéficieraient le plus , en particulier le fonds de bourses .",2892509497512035908,1.0,lone candidate
NOUN,testament,testament,0,"Au moment où le testament a été tiré M. Hohlbein m' a mentionné comment mentalement alerte elle semblait pour son âge , sachant exactement quels changements elle voulait faire et ainsi de suite "" .","Au moment où le testament a été tiré M. Hohlbein m' a mentionné comment mentalement alerte elle semblait pour son âge , sachant exactement quels changements elle voulait faire et ainsi de suite "" .",471189920795588189,1.0,reference word
NOUN,année,année,0,"La plupart d' entre eux cette année , je dirais .","La plupart d' entre eux cette année , je dirais .",-783877299482458256,1.0,reference word
NOUN,ans,an,0,"Même il y a deux ou trois ans , je doute qu' elle ait été impliquée dans cette malheureuse affaire Johnston .","Même il y a deux ou trois ans , je doute qu' elle ait été impliquée dans cette malheureuse affaire Johnston .",407891084445933266,1.0,lone candidate
VERB,voyez,voir,0,"Elle nous aurait consultés , vous voyez .","Elle nous aurait consultés , vous voyez .",2846552436415678495,0.9,"The words ""voir"" and ""voyez"" are both forms of the French verb ""voir,"" which means ""to see."" In the given contexts:

- In context_1, ""voir"" is used in the sense of ""to see"" or ""to look at"" a copy of a will.
- In context_2, ""voyez"" is used in a conversational sense, similar to ""you see"" in English, which is often used to ensure understanding or to emphasize a point.

Despite the different contexts, both instances involve the core meaning of ""seeing"" or ""perceiving."" Therefore, the probability that they have the same meaning in a dictionary is high.

Probability: 0.9 (90%)"
ADV,toujours,toujours,0,Elle l ' a toujours fait auparavant et a fait preuve de la plus grande confiance dans tout ce que nous avons conseillé > > .,Elle l ' a toujours fait auparavant et a fait preuve de la plus grande confiance dans tout ce que nous avons conseillé > > .,-2632516615382955829,1.0,lone candidate
NOUN,inspecteur,inspecteur,0,L' inspecteur a douté de cela .,L' inspecteur a douté de cela .,-7591042860177534913,1.0,lone candidate
VERB,géré,gérer,0,Ce serait Hohlbein qui aurait géré ses affaires .,Ce serait Hohlbein qui aurait géré ses affaires .,4800014233855397403,1.0,lone candidate
NOUN,testament,testament,0,Madden s' est réinstallé pour lire le testament .,Madden s' est réinstallé pour lire le testament .,471189920795588189,1.0,"The word ""testament"" in both contexts refers to a legal document, specifically a will, which is a declaration of a person's wishes regarding the disposal of their property after death. In context_1, ""testament"" is mentioned in the process of being drawn up, while in context_2, it is being read. Both contexts relate to the same meaning of ""testament"" as a legal document. Therefore, the probability that they have the same meaning in a dictionary is very high, close to 100%."
VERB,ajoutés,ajouter,0,"Deux millions ont été ajoutés à ce qui avait été réservé pour elle dans la vie de Mme Meeker , et la condition a fait que tant que Brian Thayer a continué à s' acquitter de ses fonctions d' administrateur de fonds à la satisfaction de conseil d' administration ( ci-après nommé par la banque administrant la succession ) il devait être maintenu en sa qualité actuelle à un salaire proportionnel à l' élargissement de responsabilités de fonds entraînerait .","Deux millions ont été ajoutés à ce qui avait été réservé pour elle dans la vie de Mme Meeker , et la condition a fait que tant que Brian Thayer a continué à s' acquitter de ses fonctions d' administrateur de fonds à la satisfaction de conseil d' administration ( ci-après nommé par la banque administrant la succession ) il devait être maintenu en sa qualité actuelle à un salaire proportionnel à l' élargissement de responsabilités de fonds entraînerait .",6160205852018508549,1.0,lone candidate
ADJ,splendide,splendide,0,"Un vote de confiance splendide dans Thayer , Madden réfléchit .","Un vote de confiance splendide dans Thayer , Madden réfléchit .",-1067746831182881814,1.0,lone candidate
ADV,aussi,aussi,0,"Tente , aussi .","Tente , aussi .",-3264313127433880015,0.9,"The word ""aussi"" in French can have different meanings depending on the context. It can mean ""also"" or ""too,"" indicating addition or similarity, or it can be used for emphasis, similar to ""as well"" or ""likewise.""

In context_1, ""Aussi, méfiez-vous des politiques ouvertes, en particulier dans le domaine médical,"" the word ""aussi"" is likely used to mean ""also"" or ""in addition,"" suggesting that the speaker is adding another point or caution to consider.

In context_2, ""Tente, aussi,"" the word ""aussi"" is used in a similar way, meaning ""too"" or ""also,"" indicating that the action or state of ""tente"" applies in addition to something previously mentioned.

Given these contexts, the probability that ""aussi"" has the same meaning in both contexts is high, as both usages imply addition or inclusion. Therefore, the probability is approximately 90%."
NOUN,legs,legs,0,"Il a poursuivi à des legs personnels , une liste de noms largement inconnus de lui .","Il a poursuivi à des legs personnels , une liste de noms largement inconnus de lui .",-7523424949597361495,1.0,lone candidate
NOUN,Oregon,Oregon,0,"Vingt-cinq mille à chacune de grandes nièces de l' Oregon ( pas beaucoup à des parents de sang sur des millions ) dix mille à cet ami et que , cinq mille à un autre ; à Brian Thayer , la somme de dix mille dollars ; à Pecks , dix mille chacun ; à Joan Sheldon le legs conditionnel de dix mille à lui être payé à cas où elle était encore dans l' emploi de Mme Meeker à moment de la mort de ce dernier .","Vingt-cinq mille à chacune de grandes nièces de l' Oregon ( pas beaucoup à des parents de sang sur des millions ) dix mille à cet ami et que , cinq mille à un autre ; à Brian Thayer , la somme de dix mille dollars ; à Pecks , dix mille chacun ; à Joan Sheldon le legs conditionnel de dix mille à lui être payé à cas où elle était encore dans l' emploi de Mme Meeker à moment de la mort de ce dernier .",7411649819786345264,1.0,lone candidate
NOUN,année,année,0,( Pas de cinq mille supplémentaires pour chaque année après le vingt et unième anniversaire de Joan ; Mme Meeker n' avait pas pu s' en occuper . ),( Pas de cinq mille supplémentaires pour chaque année après le vingt et unième anniversaire de Joan ; Mme Meeker n' avait pas pu s' en occuper . ),-783877299482458256,0.95,"The word ""année"" in both contexts refers to the concept of a ""year."" In context_1, ""année"" is used in a general sense to refer to the current year or a specific year being discussed. In context_2, ""année"" is used in a more specific sense, referring to each year after a particular event (the twenty-first birthday of Joan). Despite the different contexts, the core meaning of ""année"" as a unit of time remains the same.

Probability that they have the same meaning: 95%"
VERB,pensait,penser,0,"Dommage , Madden pensait .","Dommage , Madden pensait .",2523279686557656770,1.0,lone candidate
VERB,gagné,gagner,0,Joan Sheldon avait gagné le plus grand legs .,Joan Sheldon avait gagné le plus grand legs .,4699191198659087908,1.0,lone candidate
NOUN,nom,nom,0,Il n' y avait aucun autre nom Madden reconnu .,Il n' y avait aucun autre nom Madden reconnu .,-7606830462912158187,1.0,lone candidate
ADV,bien,bien,0,"Arthur Williams ' s pourrait bien avoir été inclus , il s' est senti .","Arthur Williams ' s pourrait bien avoir été inclus , il s' est senti .",-5067933901989450319,1.0,lone candidate
VERB,dépensé,dépenser,0,"Mme Meeker avait dépensé une petite fortune dans une recherche pour lui , mais n' avait pris aucune disposition pour lui dans son testament s' il devait être trouvé après sa mort , et n' avait jamais mentionné son nom à ses avocats .","Mme Meeker avait dépensé une petite fortune dans une recherche pour lui , mais n' avait pris aucune disposition pour lui dans son testament s' il devait être trouvé après sa mort , et n' avait jamais mentionné son nom à ses avocats .",8824055571748430784,1.0,lone candidate
ADJ,âgées,âgé,0,""" Les personnes âgées ont leurs idiosyncrasies "" .",""" Les personnes âgées ont leurs idiosyncrasies "" .",-4000066554864488904,0.95,"The words ""âgés"" and ""âgées"" are both adjectives in French, derived from the word ""âgé,"" which means ""aged"" or ""old."" The difference between them lies in their grammatical gender and number agreement: ""âgés"" is the masculine plural form, while ""âgées"" is the feminine plural form. 

In context_1, ""âgés"" refers to ""travailleurs âgés,"" meaning ""older workers"" or ""aged workers,"" which is a masculine plural noun phrase. In context_2, ""âgées"" refers to ""personnes âgées,"" meaning ""elderly people"" or ""older people,"" which is a feminine plural noun phrase.

Despite the difference in gender and number, both words share the same core meaning related to being ""aged"" or ""old."" Therefore, the probability that they have the same meaning in a dictionary is very high.

Probability: 95%"
ADJ,haut,haut,0,""" Celui-ci est venu un peu haut à trente mille ou plus "" .",""" Celui-ci est venu un peu haut à trente mille ou plus "" .",-7803231068564348686,1.0,lone candidate
NOUN,nombre,nombre,0,""" Eh bien , elle avait un certain nombre d' entre eux en ce qui concerne l' argent "" , dit Garth .",""" Eh bien , elle avait un certain nombre d' entre eux en ce qui concerne l' argent "" , dit Garth .",-8090342310684965866,0.9,"The word ""nombre"" in French can have different meanings depending on the context. In context_1, ""nombre"" refers to the ""number"" of people, specifically the count or quantity of people on leave. In context_2, ""nombre"" also refers to a ""number,"" but in this case, it is about a ""certain number"" of unspecified items or people related to money.

Both contexts use ""nombre"" in the sense of a count or quantity, although the specific things being counted differ. Therefore, the probability that ""nombre"" has the same meaning in both contexts is high.

Probability: 90%"
ADV,Parfois,parfois,0,""" Parfois , nous aurions de mal à la persuader de faire de contributions de bienfaisance exonérées d' impôt , et je l' ai connue pour se disputer avec un plombier à sujet d' un projet de loi pour la fixation d' un robinet ; le moment suivant elle avait mis un autre demi-million dans le fonds de bourses ou trente mille dans quelque chose d' aussi peu pratique que cette malheureuse affaire Johnston .",""" Parfois , nous aurions de mal à la persuader de faire de contributions de bienfaisance exonérées d' impôt , et je l' ai connue pour se disputer avec un plombier à sujet d' un projet de loi pour la fixation d' un robinet ; le moment suivant elle avait mis un autre demi-million dans le fonds de bourses ou trente mille dans quelque chose d' aussi peu pratique que cette malheureuse affaire Johnston .",3020471548750405941,1.0,lone candidate
